occupation - Split 1,education - Split 1,education - Split 2,education - Split 3,education - Split 4,education - Split 5,almamater - Split 1,almamater - Split 2,almamater - Split 3,almamater - Split 4,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,Gender,occupation,political_party
Entertainment and Show Business,,,,,,Barnard College,,,,Greta Gerwig,https://en.wikipedia.org/wiki/Greta_Gerwig,35,U.S.,California,Sacramento,American,['Barnard College'],,F,"['Actress', 'playwright', 'director', 'screenwriter']",
Entertainment and Show Business,,,,,,California State University,,,,Niecy Nash,https://en.wikipedia.org/wiki/Niecy_Nash,48,U.S.,California,Compton,American,['California State University'],,F,"['Actress', 'comedian', 'television host', 'model', 'producer']",
Entertainment and Show Business,,,,,,California State University,,,,Jessica Williams,https://en.wikipedia.org/wiki/Jessica_Williams_(actress),29,U.S.,California,Los Angeles County,American,['California State University'],,F,"['Actress', 'comedian']",
Entertainment and Show Business,,,,,,Yale University,,,,Sara Gilbert,https://en.wikipedia.org/wiki/Sara_Gilbert,43,U.S.,California,Santa Monica,American,['Yale University'],,F,['Actress'],
Entertainment and Show Business,,,,,,Yale University,,,,Angela Bassett,https://en.wikipedia.org/wiki/Angela_Bassett,60,U.S.,New York,New York City,American,['Yale University'],,F,['Actress'],
Entertainment and Show Business,,,,,,Yale University,,,,Jodie Foster,https://en.wikipedia.org/wiki/Jodie_Foster,55,U.S.,California,Los Angeles,American,['Yale University'],,F,"['Actress', 'director', 'producer']",
Entertainment and Show Business,,,,,,Yale University,,,,Zoe Kazan,https://en.wikipedia.org/wiki/Zoe_Kazan,35,U.S.,California,Los Angeles,American,['Yale University'],,F,"['Actress', 'playwright', 'screenwriter']",
Entertainment and Show Business,,,,,,Yale University,,,,Allison Williams,https://en.wikipedia.org/wiki/Allison_Williams_(actress),30,U.S.,Connecticut,New Canaan,American,['Yale University'],,F,"['Actress', 'singer']",
Entertainment and Show Business,,,,,,Yale University,,,,Joy Bryant,https://en.wikipedia.org/wiki/Joy_Bryant,44,U.S.,New York,New York City,American,['Yale University'],,M,['Actress'],
Entertainment and Show Business,,,,,,University of North Carolina School of the Arts,,,,Mary-Louise Parker,https://en.wikipedia.org/wiki/Mary-Louise_Parker,54,U.S.,South Carolina,Fort Jackson,American,['University of North Carolina School of the Arts'],,F,"['Actress', 'writer']",
Entertainment and Show Business,,,,,,California Institute of the Arts,,,,Alison Brie,https://en.wikipedia.org/wiki/Alison_Brie,35,U.S.,California,Los Angeles,American,['California Institute of the Arts'],,F,"['Actress', 'producer']",
Entertainment and Show Business,,,,,,University of Southern California,,,,America Ferrera,https://en.wikipedia.org/wiki/America_Ferrera,34,U.S.,California,Los Angeles,American,['University of Southern California'],,F,"['Actress', 'voice actress']",
Entertainment and Show Business,,,,,,College of William amp Mary,,,,Glenn Close,https://en.wikipedia.org/wiki/Glenn_Close,71,U.S.,Connecticut,Greenwich,American,['College of William amp Mary'],,F,"['Actress', 'singer', 'producer']",
Entertainment and Show Business,,,,,,Brown University,,,,Tracee Ellis Ross,https://en.wikipedia.org/wiki/Tracee_Ellis_Ross,45,U.S.,California,Los Angeles,American,['Brown University'],,F,"['Actress', 'model', 'comedian', 'television host', 'activist']",
Entertainment and Show Business,,,,,,Manhattan Community College,,,,Gabourey Sidibe,https://en.wikipedia.org/wiki/Gabourey_Sidibe,35,U.S.,New York,New York City,American,['Manhattan Community College'],,F,['Actress'],
Entertainment and Show Business,,,,,,Auburn University,,,,Octavia Spencer,https://en.wikipedia.org/wiki/Octavia_Spencer,46,U.S.,Alabama,Montgomery,American,['Auburn University'],,F,"['Actress', 'author']",
Entertainment and Show Business,,,,,,Harvard University,,,,Rashida Jones,https://en.wikipedia.org/wiki/Rashida_Jones,42,U.S.,California,Los Angeles,American,['Harvard University'],,F,"['Actress', 'writer', 'producer']",
Entertainment and Show Business,,,,,,University of Alabama,,,,Sonequa Martin-Green,https://en.wikipedia.org/wiki/Sonequa_Martin-Green,33,U.S.,Alabama,Russellville,American,['University of Alabama'],,F,"['Actress', 'producer']",
Entertainment and Show Business,,,,,,Marymount Manhattan College,,,,Tika Sumpter,https://en.wikipedia.org/wiki/Tika_Sumpter,38,U.S.,New York,New York City,American,['Marymount Manhattan College'],,F,"['Actress', 'model', 'singer']",
Entertainment and Show Business,,,,,,SUNY Purchase,,,,Constance Wu,https://en.wikipedia.org/wiki/Constance_Wu,36,U.S.,Virginia,Richmond,American,['SUNY Purchase'],,F,['Actress'],
Entertainment and Show Business,,,,,,Australian Theatre for Young People,,,,Nicole Kidman,https://en.wikipedia.org/wiki/Nicole_Kidman,51,U.S.,Hawaii,Honolulu,American,['Australian Theatre for Young People'],,F,"['Actress', 'producer']",
Entertainment and Show Business,,,,,,New York University,,,,Kristen Bell,https://en.wikipedia.org/wiki/Kristen_Bell,38,U.S.,Michigan,Huntington Woods,American,['New York University'],,F,['Actress'],
Entertainment and Show Business,,,,,,New York University,,,,Anne Hathaway,https://en.wikipedia.org/wiki/Anne_Hathaway,35,U.S.,New York,New York City,American,['New York University'],,F,"['Actress', 'singer']",
Entertainment and Show Business,,,,,,New York University,,,,Zoe Lister-Jones,https://en.wikipedia.org/wiki/Zoe_Lister-Jones,36,U.S.,New York,New York City,American,['New York University'],,F,"['Actress', 'producer', 'director', 'writer']",
Entertainment and Show Business,,,,,,New York University,,,,June Diane Raphael,https://en.wikipedia.org/wiki/June_Diane_Raphael,38,U.S.,New York,Rockville Centre,American,['New York University'],,F,"['Actress', 'comedian', 'writer']",
Entertainment and Show Business,,,,,,New York University,,,,Aubrey Plaza,https://en.wikipedia.org/wiki/Aubrey_Plaza,34,U.S.,Delaware,Wilmington,American,['New York University'],,F,"['Actress', 'comedian', 'producer']",
Entertainment and Show Business,,,,,,New York University,,,,Rachel Bloom,https://en.wikipedia.org/wiki/Rachel_Bloom,31,U.S.,California,Los Angeles,American,['New York University'],,F,"['Actress', 'comedian']",
Entertainment and Show Business,,,,,,Tisch School of the Arts,,,,Molly Shannon,https://en.wikipedia.org/wiki/Molly_Shannon,54,U.S.,Ohio,Shaker Heights,American,['Tisch School of the Arts'],,F,['Actress'],
Entertainment and Show Business,,,,,,Tisch School of the Arts,,,,Gina Rodriguez,https://en.wikipedia.org/wiki/Gina_Rodriguez_(actress),34,U.S.,Illinois,Chicago,American,['Tisch School of the Arts'],,F,"['Actress', 'activist']",
Entertainment and Show Business,,,,,,Northwestern University,,,,Anna Baryshnikov,https://en.wikipedia.org/wiki/Anna_Baryshnikov,26,U.S.,New York,Palisades,American,['Northwestern University'],,F,['Actress'],
Entertainment and Show Business,,,,,,Northwestern University,,,,Julia Louis-Dreyfus,https://en.wikipedia.org/wiki/Julia_Louis-Dreyfus,57,U.S.,New York,New York City,American,['Northwestern University'],,F,"['Actress', 'comedian', 'singer', 'producer']",
Entertainment and Show Business,,,,,,Tisch School of Arts,,,,Idina Menzel,https://en.wikipedia.org/wiki/Idina_Menzel,47,U.S.,New York,New York City,American,['Tisch School of Arts'],,F,"['Actress', 'singer', songwriter']",
Entertainment and Show Business,,,,,,Columbia College Chicago,,,,Lena Waithe,https://en.wikipedia.org/wiki/Lena_Waithe,34,U.S.,Illinois,Chicago,American,['Columbia College Chicago'],,F,"['Actress', 'producer',  'writer']",
Entertainment and Show Business,,,,,,Stanford University,,,,Issa Rae,https://en.wikipedia.org/wiki/Issa_Rae,33,U.S.,California,Los Angeles,American,['Stanford University'],,F,"['Actress', 'writer', 'director', 'producer']",
Entertainment and Show Business,,,,,,Hampton University,,,,Wanda Sykes,https://en.wikipedia.org/wiki/Wanda_Sykes,54,U.S.,Virginia,Portsmouth,American,['Hampton University'],,F,"['Actress', 'comedian', 'writer']",
Entertainment and Show Business,,,,,,Columbia University,,,,Amanda Peet,https://en.wikipedia.org/wiki/Amanda_Peet,46,U.S.,New York,New York City,American,['Columbia University'],,F,['Actress'],
Entertainment and Show Business,,,,,,Vassar College,,,,Grace Gummer,https://en.wikipedia.org/wiki/Grace_Gummer,32,U.S.,New York,New York City,American,['Vassar College'],,F,['Actress'],
Entertainment and Show Business,,,,,,Vassar College,,,,Jane Fonda,https://en.wikipedia.org/wiki/Jane_Fonda,80,U.S.,New York,New York City,American,['Vassar College'],,F,"['Actress', 'writer', 'activist']",
Entertainment and Show Business,,,,,,University of Pennsylvania,,,,Candice Bergen,https://en.wikipedia.org/wiki/Candice_Bergen,72,U.S.,California,Beverly Hills,American,['University of Pennsylvania'],,F,"['Actress', 'fashion model']",
Entertainment and Show Business,,,,,,University of Virginia,,,,Tina Fey,https://en.wikipedia.org/wiki/Tina_Fey,48,U.S.,Pennsylvania,Upper Darby,American,['University of Virginia'],,F,"['Actress', 'comedian', 'writer', 'producer', 'playwright']",
Entertainment and Show Business,,,,,,DePaul University,,,,Judy Greer,https://en.wikipedia.org/wiki/Judy_Greer,43,U.S.,Michigan,Detroit,American,['DePaul University'],,F,"['Actress', 'model', 'author']",
Entertainment and Show Business,,,,,,Catholic University of America,,,,Susan Sarandon,https://en.wikipedia.org/wiki/Susan_Sarandon,72,U.S.,New York,New York City,American,['Catholic University of America'],,F,['Actress'],
Entertainment and Show Business,,,,,,Gaiety School of Acting,,,,Olivia Wilde,https://en.wikipedia.org/wiki/Olivia_Wilde,34,U.S.,New York,New York City,American,['Gaiety School of Acting'],,F,"['Actress', 'model']",
Entertainment and Show Business,,,,,,University of Washington,,,,Anna Faris,https://en.wikipedia.org/wiki/Anna_Faris,41,U.S.,Maryland,Baltimore,American,['University of Washington'],,F,"['Actress', 'producer', 'comedian', 'author', 'podcaster']",
Entertainment and Show Business,,,,,,University of Oklahoma,,,,Olivia Munn,https://en.wikipedia.org/wiki/Olivia_Munn,38,U.S.,Oklahoma,Oklahoma City,American,['University of Oklahoma'],,F,"['Actress', 'model']",
Entertainment and Show Business,,,,,,,,,,Chrissy Metz,https://en.wikipedia.org/wiki/Chrissy_Metz,38,U.S.,Florida,Homestead,American,,,F,"['Actress', 'singer']",
Entertainment and Show Business,,,,,,,,,,Liv Tyler,https://en.wikipedia.org/wiki/Liv_Tyler,41,U.S.,New York,New York City,American,,,F,"['Actress', 'producer', 'model']",
Entertainment and Show Business,,,,,,,,,,Betty Gilpin,https://en.wikipedia.org/wiki/Betty_Gilpin,32,U.S.,New York,New York City,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Alicia Silverstone,https://en.wikipedia.org/wiki/Alicia_Silverstone,42,U.S.,California,San Francisco,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Helen Hunt,https://en.wikipedia.org/wiki/Helen_Hunt,55,U.S.,California,Culver City,American,,,F,"['Actress', 'director', 'screenwriter']",
Entertainment and Show Business,,,,,,,,,,Ann Dowd,https://en.wikipedia.org/wiki/Ann_Dowd,62,U.S.,Massachusetts,Holyoke,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Keri Russell,https://en.wikipedia.org/wiki/Keri_Russell,42,U.S.,California,Fountain Valley,American,,,F,"['Actress', 'dancer']",
Entertainment and Show Business,,,,,,,,,,Hilary Swank,https://en.wikipedia.org/wiki/Hilary_Swank,44,U.S.,Nebraska,Lincoln,American,,,F,"['Actress', 'producer']",
Entertainment and Show Business,,,,,,,,,,Drew Barrymore,https://en.wikipedia.org/wiki/Drew_Barrymore,43,U.S.,California,Culver City,American,,,F,"['Actress', 'producer', 'director', 'author', 'model', 'entrepreneur']",
Entertainment and Show Business,,,,,,,,,,Bernadette Peters,https://en.wikipedia.org/wiki/Bernadette_Peters,70,U.S.,New York,New York City,American,,,F,"['Actress', 'singer', 'author']",
Entertainment and Show Business,,,,,,,,,,Gwyneth Paltrow,https://en.wikipedia.org/wiki/Gwyneth_Paltrow,46,U.S.,California,Los Angeles,American,,,F,"['Actress', 'singer', 'writer']",
Entertainment and Show Business,,,,,,,,,,Alia Shawkat,https://en.wikipedia.org/wiki/Alia_Shawkat,29,U.S.,California,Riverside,American,,,F,"['Actress', 'producer']",
Entertainment and Show Business,,,,,,,,,,Amy Sedaris,https://en.wikipedia.org/wiki/Amy_Sedaris,57,U.S.,New York,Endicott,American,,,F,"['Actress', 'comedian', 'writer']",
Entertainment and Show Business,,,,,,,,,,Kathy Bates,https://en.wikipedia.org/wiki/Kathy_Bates,70,U.S.,Tennessee,Memphis,American,,,F,"['Actress', 'director']",
Entertainment and Show Business,,,,,,,,,,Pamela Adlon,https://en.wikipedia.org/wiki/Pamela_Adlon,52,U.S.,New York,Albany,American,,,F,"['Actress', 'screenwriter', 'producer', 'director']",
Entertainment and Show Business,,,,,,,,,,Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone,29,U.S.,Arizona,Scottsdale,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Tiffany Haddish,https://en.wikipedia.org/wiki/Tiffany_Haddish,38,U.S.,California,Los Angeles,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Leah Remini,https://en.wikipedia.org/wiki/Leah_Remini,48,U.S.,New York,New York City,American,,,F,"['Actress', 'singer', 'writer', 'activist', 'model']",
Entertainment and Show Business,,,,,,,,,,Laura Dern,https://en.wikipedia.org/wiki/Laura_Dern,51,U.S.,California,Los Angeles,American,,,F,"['Actress', 'activist', 'director', 'producer']",
Entertainment and Show Business,,,,,,,,,,Laurie Metcalf,https://en.wikipedia.org/wiki/Laurie_Metcalf,63,U.S.,Illinois,Carbondale,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Robin Wright,https://en.wikipedia.org/wiki/Robin_Wright,52,U.S.,Texas,Dallas,American,,,F,"['Actress', 'director']",
Entertainment and Show Business,,,,,,,,,,Rosario Dawson,https://en.wikipedia.org/wiki/Rosario_Dawson,39,U.S.,New York,New York City,American,,,F,"['Actress', 'producer', 'writer']",
Entertainment and Show Business,,,,,,,,,,Marisa Tomei,https://en.wikipedia.org/wiki/Marisa_Tomei,53,U.S.,New York,New York City,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Emma Roberts,https://en.wikipedia.org/wiki/Emma_Roberts,27,U.S.,New York,Rhinebeck,American,,,F,"['Actress', 'singer']",
Entertainment and Show Business,,,,,,,,,,Jessica Lange,https://en.wikipedia.org/wiki/Jessica_Lange,69,U.S.,Minnesota,Cloquet,American,,,F,"['Actress', 'photographer']",
Entertainment and Show Business,,,,,,,,,,Jurnee Smollett-Bell,https://en.wikipedia.org/wiki/Jurnee_Smollett-Bell,32,U.S.,New York,New York City,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Kristen Stewart,https://en.wikipedia.org/wiki/Kristen_Stewart,28,U.S.,California,Los Angeles,American,,,F,"['Actress', 'director']",
Entertainment and Show Business,,,,,,,,,,Condola Rashād,https://en.wikipedia.org/wiki/Condola_Rash%C4%81d,31,U.S.,New York,New York City,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Yvette Nicole Brown,https://en.wikipedia.org/wiki/Yvette_Nicole_Brown,47,U.S.,Ohio,East Cleveland,American,,,F,"['Actress', 'voice actress', 'comedian']",
Entertainment and Show Business,,,,,,,,,,Uma Thurman,https://en.wikipedia.org/wiki/Uma_Thurman,48,U.S.,Massachusetts,Boston,American,,,F,"['Actress', 'model']",
Entertainment and Show Business,,,,,,,,,,Christina Hendricks,https://en.wikipedia.org/wiki/Christina_Hendricks,43,U.S.,Tennessee,Knoxville,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Shailene Woodley,https://en.wikipedia.org/wiki/Shailene_Woodley,26,U.S.,California,San Bernardino,American,,,F,"['Actress', 'activist']",
Entertainment and Show Business,,,,,,,,,,Christina Ricci,https://en.wikipedia.org/wiki/Christina_Ricci,38,U.S.,California,Santa Monica,American,,,F,"['Actress', 'producer']",
Entertainment and Show Business,,,,,,,,,,Gabrielle Union,https://en.wikipedia.org/wiki/Gabrielle_Union,46,U.S.,Nebraska,Omaha,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Hayden Panettiere,https://en.wikipedia.org/wiki/Hayden_Panettiere,29,U.S.,New York,Palisades,American,,,F,"['Actress', 'model', 'singer']",
Entertainment and Show Business,,,,,,,,,,Ali Wentworth,https://en.wikipedia.org/wiki/Alexandra_Wentworth,53,U.S.,D.C.,Washington,American,,,F,"['Actress', 'comedian', 'author','producer']",
Entertainment and Show Business,,,,,,,,,,Lauren Cohan,https://en.wikipedia.org/wiki/Lauren_Cohan,36,U.S.,New Jersey,Cherry Hill,American,,,F,"['Actress', 'model']",
Entertainment and Show Business,,,,,,,,,,Carrie Fisher,https://en.wikipedia.org/wiki/Carrie_Fisher,60,U.S.,California,Burbank,American,,,F,"['Actress',  'writer',  'comedian']",
Entertainment and Show Business,,,,,,,,,,Diane Lane,https://en.wikipedia.org/wiki/Diane_Lane,53,U.S.,New York,New York City,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Cheri Oteri,https://en.wikipedia.org/wiki/Cheri_Oteri,56,U.S.,Pennsylvania,Upper Darby,American,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Sutton Foster,https://en.wikipedia.org/wiki/Sutton_Foster,43,U.S.,Georgia,Statesboro,American,,,F,"['Actress', 'singer', 'dancer']",
Entertainment and Show Business,,,,,,,,,,Jessica Alba,https://en.wikipedia.org/wiki/Jessica_Alba,37,U.S.,California,Pomona,American,,,F,"['Actress', 'businesswoman']",
Entertainment and Show Business,,,,,,,,,,Anna Gunn,https://en.wikipedia.org/wiki/Anna_Gunn,50,U.S.,Ohio,Cleveland,American,,,F,['Actress'],
