guest_name,wiki_link
Chris Pratt,https://en.wikipedia.org/wiki/Chris_Pratt
Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson
Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer
Gabourey Sidibe,https://en.wikipedia.org/wiki/Gabourey_Sidibe
Jim Parsons,https://en.wikipedia.org/wiki/Jim_Parsons
Jeff Garlin,https://en.wikipedia.org/wiki/Jeff_Garlin
Paul Scheer,https://en.wikipedia.org/wiki/Paul_Scheer
Charles Barkley,https://en.wikipedia.org/wiki/Charles_Barkley
Debra Winger,https://en.wikipedia.org/wiki/Debra_Winger
Richard Gere,https://en.wikipedia.org/wiki/Richard_Gere
Maria Bamford,https://en.wikipedia.org/wiki/Maria_Bamford
Rami Malek,https://en.wikipedia.org/wiki/Rami_Malek
Bill Nye,https://en.wikipedia.org/wiki/Bill_Nye
Jon Stewart,https://en.wikipedia.org/wiki/Jon_Stewart
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee
John Oliver,https://en.wikipedia.org/wiki/John_Oliver
Ed Helms,https://en.wikipedia.org/wiki/Ed_Helms
Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry
Megan Mullally,https://en.wikipedia.org/wiki/Megan_Mullally
Nick Offerman,https://en.wikipedia.org/wiki/Nick_Offerman
Seth Meyers,https://en.wikipedia.org/wiki/Seth_Meyers
Mayim Bialik,https://en.wikipedia.org/wiki/Mayim_Bialik
Andy Karl,https://en.wikipedia.org/wiki/Andy_Karl
Tracy Morgan,https://en.wikipedia.org/wiki/Tracy_Morgan
Timothy Simons,https://en.wikipedia.org/wiki/Timothy_Simons
Danny McBride,https://en.wikipedia.org/wiki/Danny_McBride
Jane Krakowski,https://en.wikipedia.org/wiki/Jane_Krakowski
Gina Rodriguez,https://en.wikipedia.org/wiki/Gina_Rodriguez
Ben Falcone,https://en.wikipedia.org/wiki/Ben_Falcone
Julie Chen,https://en.wikipedia.org/wiki/Julie_Chen
Matt Walsh,https://en.wikipedia.org/wiki/Matt_Walsh_(comedian)
David Ortiz,https://en.wikipedia.org/wiki/David_Ortiz
Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais
Corey Hawkins,https://en.wikipedia.org/wiki/Corey_Hawkins
Jennifer Garner,https://en.wikipedia.org/wiki/Jennifer_Garner
Demetri Martin,https://en.wikipedia.org/wiki/Demetri_Martin
Paula Poundstone,https://en.wikipedia.org/wiki/Paula_Poundstone
Rachel Maddow,https://en.wikipedia.org/wiki/Rachel_Maddow
Ben Platt,https://en.wikipedia.org/wiki/Ben_Platt_(actor)
Kevin Spacey,https://en.wikipedia.org/wiki/Kevin_Spacey
Terry Crews,https://en.wikipedia.org/wiki/Terry_Crews
Rob Huebel,https://en.wikipedia.org/wiki/Rob_Huebel
Robin Wright,https://en.wikipedia.org/wiki/Robin_Wright
Hannibal Buress,https://en.wikipedia.org/wiki/Hannibal_Buress
Oscar Isaac,https://en.wikipedia.org/wiki/Oscar_Isaac
Laurie Metcalf,https://en.wikipedia.org/wiki/Laurie_Metcalf
April Ryan,https://en.wikipedia.org/wiki/April_Ryan
Gordon Ramsay,https://en.wikipedia.org/wiki/Gordon_Ramsay
David Sedaris,https://en.wikipedia.org/wiki/David_Sedaris
Kevin Hart,https://en.wikipedia.org/wiki/Kevin_Hart
Ali Wentworth,https://en.wikipedia.org/wiki/Alexandra_Wentworth
Salma Hayek,https://en.wikipedia.org/wiki/Salma_Hayek
Hasan Minhaj,https://en.wikipedia.org/wiki/Hasan_Minhaj
Tilda Swinton,https://en.wikipedia.org/wiki/Tilda_Swinton
Andy Cohen,https://en.wikipedia.org/wiki/Andy_Cohen_(TV_personality)
Jordan Klepper,https://en.wikipedia.org/wiki/Jordan_Klepper
John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney
Richard Branson,https://en.wikipedia.org/wiki/Richard_Branson
Jim Gaffigan,https://en.wikipedia.org/wiki/Jim_Gaffigan
Anna Chlumsky,https://en.wikipedia.org/wiki/Anna_Chlumsky
Uzo Aduba,https://en.wikipedia.org/wiki/Uzo_Aduba
T. J. Miller,https://en.wikipedia.org/wiki/T._J._Miller
Oliver Stone,https://en.wikipedia.org/wiki/Oliver_Stone
Olivia Wilde,https://en.wikipedia.org/wiki/Olivia_Wilde
Eddie Izzard,https://en.wikipedia.org/wiki/Eddie_Izzard
Trevor Noah,https://en.wikipedia.org/wiki/Trevor_Noah
Ilana Glazer,https://en.wikipedia.org/wiki/Ilana_Glazer
Sam Richardson,https://en.wikipedia.org/wiki/Sam_Richardson_(actor)
Milo Ventimiglia,https://en.wikipedia.org/wiki/Milo_Ventimiglia
Judy Greer,https://en.wikipedia.org/wiki/Judy_Greer
Scarlett Johansson,https://en.wikipedia.org/wiki/Scarlett_Johansson
Bill Burr,https://en.wikipedia.org/wiki/Bill_Burr
Seth Rogen,https://en.wikipedia.org/wiki/Seth_Rogen
Kumail Nanjiani,https://en.wikipedia.org/wiki/Kumail_Nanjiani
Ice Cube,https://en.wikipedia.org/wiki/Ice_Cube
Marc Maron,https://en.wikipedia.org/wiki/Marc_Maron
Jeffrey Tambor,https://en.wikipedia.org/wiki/Jeffrey_Tambor
John Benjamin Hickey,https://en.wikipedia.org/wiki/John_Benjamin_Hickey
Michael Keaton,https://en.wikipedia.org/wiki/Michael_Keaton
Zoe Kazan,https://en.wikipedia.org/wiki/Zoe_Kazan
Eric Stonestreet,https://en.wikipedia.org/wiki/Eric_Stonestreet
John McEnroe,https://en.wikipedia.org/wiki/John_McEnroe
Josh Duhamel,https://en.wikipedia.org/wiki/Josh_Duhamel
Justin Bartha,https://en.wikipedia.org/wiki/Justin_Bartha
Brian Greene,https://en.wikipedia.org/wiki/Brian_Greene
Naomi Watts,https://en.wikipedia.org/wiki/Naomi_Watts
Ari Graynor,https://en.wikipedia.org/wiki/Ari_Graynor
Michael Keaton,https://en.wikipedia.org/wiki/Michael_Keaton
John McEnroe,https://en.wikipedia.org/wiki/John_McEnroe
Woody Harrelson,https://en.wikipedia.org/wiki/Woody_Harrelson
Cobie Smulders,https://en.wikipedia.org/wiki/Cobie_Smulders
Joe Scarborough,https://en.wikipedia.org/wiki/Joe_Scarborough
Mika Brzezinski,https://en.wikipedia.org/wiki/Mika_Brzezinski
Andy Serkis,https://en.wikipedia.org/wiki/Andy_Serkis
John Oliver,https://en.wikipedia.org/wiki/John_Oliver
Mike Birbiglia,https://en.wikipedia.org/wiki/Mike_Birbiglia
Michael Showalter,https://en.wikipedia.org/wiki/Michael_Showalter
Ashton Kutcher,https://en.wikipedia.org/wiki/Ashton_Kutcher
Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry
John Oliver,https://en.wikipedia.org/wiki/John_Oliver
Woody Harrelson,https://en.wikipedia.org/wiki/Woody_Harrelson
Al Gore,https://en.wikipedia.org/wiki/Al_Gore
Issa Rae,https://en.wikipedia.org/wiki/Issa_Rae
Keegan-Michael Key,https://en.wikipedia.org/wiki/Keegan-Michael_Key
Cillian Murphy,https://en.wikipedia.org/wiki/Cillian_Murphy
James McAvoy,https://en.wikipedia.org/wiki/James_McAvoy
Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman
Kenneth Branagh,https://en.wikipedia.org/wiki/Kenneth_Branagh
Cara Delevingne,https://en.wikipedia.org/wiki/Cara_Delevingne
Paul Bettany,https://en.wikipedia.org/wiki/Paul_Bettany
Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti
Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose
Jessica Williams,https://en.wikipedia.org/wiki/Jessica_Williams_(actress)
Max Brooks,https://en.wikipedia.org/wiki/Max_Brooks
Michael Moore,https://en.wikipedia.org/wiki/Michael_Moore
Sutton Foster,https://en.wikipedia.org/wiki/Sutton_Foster
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee
Gillian Jacobs,https://en.wikipedia.org/wiki/Gillian_Jacobs
Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose
Jessica Williams,https://en.wikipedia.org/wiki/Jessica_Williams_(actress)
Matthew McConaughey,https://en.wikipedia.org/wiki/Matthew_McConaughey
Vanessa Bayer,https://en.wikipedia.org/wiki/Vanessa_Bayer
Senator Al Franken,https://en.wikipedia.org/wiki/Al_Franken
Adam Conover,https://en.wikipedia.org/wiki/Adam_Conover
Dave Chappelle,https://en.wikipedia.org/wiki/Dave_Chappelle
James Van Der Beek,https://en.wikipedia.org/wiki/James_Van_Der_Beek
Joe Walsh,https://en.wikipedia.org/wiki/Joe_Walsh
Anthony Mackie,https://en.wikipedia.org/wiki/Anthony_Mackie
Elizabeth Olsen,https://en.wikipedia.org/wiki/Elizabeth_Olsen
Al Franken,https://en.wikipedia.org/wiki/Al_Franken
Laura Dern,https://en.wikipedia.org/wiki/Laura_Dern
Leah Remini,https://en.wikipedia.org/wiki/Leah_Remini
Christoph Waltz,https://en.wikipedia.org/wiki/Christoph_Waltz
Chris O'Dowd,https://en.wikipedia.org/wiki/Chris_O%27Dowd
Sean Evans,https://en.wikipedia.org/wiki/Sean_Evans_(interviewer)
Robert Pattinson,https://en.wikipedia.org/wiki/Robert_Pattinson
David Tennant,https://en.wikipedia.org/wiki/David_Tennant
Niecy Nash,https://en.wikipedia.org/wiki/Niecy_Nash
Millie Bobby Brown,https://en.wikipedia.org/wiki/Millie_Bobby_Brown
Jim Jefferies,https://en.wikipedia.org/wiki/Jeff_Bridges
Dave Chappelle,https://en.wikipedia.org/wiki/Dave_Chappelle
Chris O'Dowd,https://en.wikipedia.org/wiki/Chris_O%27Dowd
Anthony Scaramucci,https://en.wikipedia.org/wiki/Anthony_Scaramucci
Bob Odenkirk,https://en.wikipedia.org/wiki/Bob_Odenkirk
Daniel Craig,https://en.wikipedia.org/wiki/Daniel_Craig
Tiffany Haddish,https://en.wikipedia.org/wiki/Tiffany_Haddish
Ellie Kemper,https://en.wikipedia.org/wiki/Ellie_Kemper
Andrew Dice Clay,https://en.wikipedia.org/wiki/Andrew_Dice_Clay
Peter Serafinowicz,https://en.wikipedia.org/wiki/Peter_Serafinowicz
John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist)
Michael Rapaport,https://en.wikipedia.org/wiki/Michael_Rapaport
Anthony Scaramucci,https://en.wikipedia.org/wiki/Anthony_Scaramucci
Tiffany Haddish,https://en.wikipedia.org/wiki/Tiffany_Haddish
Maggie Gyllenhaal,https://en.wikipedia.org/wiki/Maggie_Gyllenhaal
Graham Norton,https://en.wikipedia.org/wiki/Graham_Norton
Liev Schreiber,https://en.wikipedia.org/wiki/Liev_Schreiber
Joe Buck,https://en.wikipedia.org/wiki/Joe_Buck
Sonequa Martin-Green,https://en.wikipedia.org/wiki/Sonequa_Martin-Green
Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders
Caitriona Balfe,https://en.wikipedia.org/wiki/Caitriona_Balfe
Jessica Biel,https://en.wikipedia.org/wiki/Jessica_Biel
Sonequa Martin-Green,https://en.wikipedia.org/wiki/Sonequa_Martin-Green
Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton
Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone
Jeff Bridges,https://en.wikipedia.org/wiki/Jeff_Bridges
Jeff Flake,https://en.wikipedia.org/wiki/Jeff_Flake
Jim Parsons,https://en.wikipedia.org/wiki/Jim_Parsons
Pamela Adlon,https://en.wikipedia.org/wiki/Pamela_Adlon
Bobby Moynihan,https://en.wikipedia.org/wiki/Bobby_Moynihan
Tatiana Maslany,https://en.wikipedia.org/wiki/Tatiana_Maslany
Sterling K. Brown,https://en.wikipedia.org/wiki/Sterling_K._Brown
Chance the Rapper,https://en.wikipedia.org/wiki/Chance_the_Rapper
Sofía Vergara,https://en.wikipedia.org/wiki/Sof%C3%ADa_Vergara
David Boreanaz,https://en.wikipedia.org/wiki/David_Boreanaz
Ken Burns,https://en.wikipedia.org/wiki/Ken_Burns
Nick Kroll,https://en.wikipedia.org/wiki/Nick_Kroll
Michael Bloomberg,https://en.wikipedia.org/wiki/Michael_Bloomberg
Steve Martin,https://en.wikipedia.org/wiki/Steve_Martin
Mark Feuerstein,https://en.wikipedia.org/wiki/Mark_Feuerstein
Jerry Seinfeld,https://en.wikipedia.org/wiki/Jerry_Seinfeld
Pierce Brosnan,https://en.wikipedia.org/wiki/Pierce_Brosnan
Jason Alexander,https://en.wikipedia.org/wiki/Jason_Alexander
Ta-Nehisi Coates,https://en.wikipedia.org/wiki/Ta-Nehisi_Coates
Michael Weatherly,https://en.wikipedia.org/wiki/Michael_Weatherly
Natasha Leggero,https://en.wikipedia.org/wiki/Natasha_Leggero
Kerry Washington,https://en.wikipedia.org/wiki/Kerry_Washington
Russell Brand,https://en.wikipedia.org/wiki/Russell_Brand
Morgan Freeman,https://en.wikipedia.org/wiki/Morgan_Freeman
Grace Gummer,https://en.wikipedia.org/wiki/Grace_Gummer
Kathy Bates,https://en.wikipedia.org/wiki/Kathy_Bates
Jackie Chan,https://en.wikipedia.org/wiki/Jackie_Chan
Bob Schieffer,https://en.wikipedia.org/wiki/Bob_Schieffer
Tracee Ellis Ross,https://en.wikipedia.org/wiki/Tracee_Ellis_Ross
Luke Evans,https://en.wikipedia.org/wiki/Luke_Evans_(actor)
Andrew Garfield,https://en.wikipedia.org/wiki/Andrew_Garfield
Tracey Ullman,https://en.wikipedia.org/wiki/Tracey_Ullman
Bill Murray,https://en.wikipedia.org/wiki/Bill_Murray
Claire Foy,https://en.wikipedia.org/wiki/Claire_Foy
Conan O'Brien,https://en.wikipedia.org/wiki/Conan_O%27Brien
Tig Notaro,https://en.wikipedia.org/wiki/Tig_Notaro
Anna Faris,https://en.wikipedia.org/wiki/Anna_Faris
Amy Sedaris,https://en.wikipedia.org/wiki/Amy_Sedaris
Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper
Shemar Moore,https://en.wikipedia.org/wiki/Shemar_Moore
Hugh Laurie,https://en.wikipedia.org/wiki/Hugh_Laurie
Gretchen Carlson,https://en.wikipedia.org/wiki/Gretchen_Carlson
Julianne Moore,https://en.wikipedia.org/wiki/Julianne_Moore
Jermaine Fowler,https://en.wikipedia.org/wiki/Jermaine_Fowler
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw
Captain Scott Kelly,https://en.wikipedia.org/wiki/Scott_Kelly_(astronaut)
Billy Eichner,https://en.wikipedia.org/wiki/Billy_Eichner
Anna Camp,https://en.wikipedia.org/wiki/Anna_Camp
Mark Ruffalo,https://en.wikipedia.org/wiki/Mark_Ruffalo
Chris Matthews,https://en.wikipedia.org/wiki/Chris_Matthews
Gilbert Gottfried,https://en.wikipedia.org/wiki/Gilbert_Gottfried
Nicole Kidman,https://en.wikipedia.org/wiki/Nicole_Kidman
Jonathan Groff,https://en.wikipedia.org/wiki/Jonathan_Groff
Whoopi Goldberg,https://en.wikipedia.org/wiki/Whoopi_Goldberg
Kathryn Hahn,https://en.wikipedia.org/wiki/Kathryn_Hahn
Ronan Farrow,https://en.wikipedia.org/wiki/Ronan_Farrow
Walter Isaacson,https://en.wikipedia.org/wiki/Walter_Isaacson
Josh Gad,https://en.wikipedia.org/wiki/Josh_Gad
Lawrence O'Donnell,https://en.wikipedia.org/wiki/Lawrence_O%27Donnell
Derek DelGaudio,https://en.wikipedia.org/wiki/Derek_DelGaudio
Jason Segel,https://en.wikipedia.org/wiki/Jason_Segel
Jeff Fager,https://en.wikipedia.org/wiki/Jeff_Fager
Lesley Stahl,https://en.wikipedia.org/wiki/Lesley_Stahl
Norman Reedus,https://en.wikipedia.org/wiki/Norman_Reedus
Sean Astin,https://en.wikipedia.org/wiki/Sean_Astin
William H. Macy,https://en.wikipedia.org/wiki/William_H._Macy
Jay Pharoah,https://en.wikipedia.org/wiki/Jay_Pharoah
John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney
Jason Segel,https://en.wikipedia.org/wiki/Jason_Segel
Joe Biden,https://en.wikipedia.org/wiki/Joe_Biden
Elton John,https://en.wikipedia.org/wiki/Elton_John
Tyler Perry,https://en.wikipedia.org/wiki/Tyler_Perry
Anthony Atamanuik,https://en.wikipedia.org/wiki/Anthony_Atamanuik
John Avlon,https://en.wikipedia.org/wiki/John_Avlon
Jordan Peele,https://en.wikipedia.org/wiki/Jordan_Peele
Alia Shawkat,https://en.wikipedia.org/wiki/Alia_Shawkat
Ben Affleck,https://en.wikipedia.org/wiki/Ben_Affleck
Greta Gerwig,https://en.wikipedia.org/wiki/Greta_Gerwig
Norah O'Donnell,https://en.wikipedia.org/wiki/Norah_O%27Donnell
Elizabeth Warren,https://en.wikipedia.org/wiki/Elizabeth_Warren
Desus,https://en.wikipedia.org/wiki/Desus
Mero,https://en.wikipedia.org/wiki/The_Kid_Mero
Gayle King,https://en.wikipedia.org/wiki/Gayle_King
Daveed Diggs,https://en.wikipedia.org/wiki/Daveed_Diggs
John Leguizamo,https://en.wikipedia.org/wiki/John_Leguizamo
Justin Timberlake,https://en.wikipedia.org/wiki/Justin_Timberlake
Carmen Yulín Cruz,https://en.wikipedia.org/wiki/Carmen_Yul%C3%ADn_Cruz
Kate Winslet,https://en.wikipedia.org/wiki/Kate_Winslet
Carol Burnett,https://en.wikipedia.org/wiki/Carol_Burnett
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black
Billy Bush,https://en.wikipedia.org/wiki/Billy_Bush
Gwendoline Christie,https://en.wikipedia.org/wiki/Gwendoline_Christie
Saoirse Ronan,https://en.wikipedia.org/wiki/Saoirse_Ronan
Van Jones,https://en.wikipedia.org/wiki/Van_Jones
Michelle Wolf,https://en.wikipedia.org/wiki/Michelle_Wolf
Ed Helms,https://en.wikipedia.org/wiki/Ed_Helms
Christopher Jackson,https://en.wikipedia.org/wiki/Christopher_Jackson_(actor)
Sarah Paulson,https://en.wikipedia.org/wiki/Sarah_Paulson
John Hodgman,https://en.wikipedia.org/wiki/John_Hodgman
Mark Hamill,https://en.wikipedia.org/wiki/Mark_Hamill
Bobby Flay,https://en.wikipedia.org/wiki/Bobby_Flay
Matt Damon,https://en.wikipedia.org/wiki/Matt_Damon
Rahm Emanuel,https://en.wikipedia.org/wiki/Rahm_Emanuel
Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks
Katy Tur,https://en.wikipedia.org/wiki/Katy_Tur
Nick Jonas,https://en.wikipedia.org/wiki/Nick_Jonas
Dennis Rodman,https://en.wikipedia.org/wiki/Dennis_Rodman
Adam Driver,https://en.wikipedia.org/wiki/Adam_Driver
John Early,https://en.wikipedia.org/wiki/John_Early_(comedian)
Jodie Foster,https://en.wikipedia.org/wiki/Jodie_Foster
Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks
Anderson Cooper,https://en.wikipedia.org/wiki/Anderson_Cooper
Maz Jobrani,https://en.wikipedia.org/wiki/Maz_Jobrani
America Ferrera,https://en.wikipedia.org/wiki/America_Ferrera
David Harbour,https://en.wikipedia.org/wiki/David_Harbour
50 Cent,https://en.wikipedia.org/wiki/50_Cent
Rachel Brosnahan,https://en.wikipedia.org/wiki/Rachel_Brosnahan
Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson
Liam Neeson,https://en.wikipedia.org/wiki/Liam_Neeson
Michael Wolff,https://en.wikipedia.org/wiki/Michael_Pollan
James Franco,https://en.wikipedia.org/wiki/James_Franco
Lena Waithe,https://en.wikipedia.org/wiki/Lena_Waithe
Sarah Jessica Parker,https://en.wikipedia.org/wiki/Sarah_Jessica_Parker
Pete Holmes,https://en.wikipedia.org/wiki/Pete_Holmes
Molly Shannon,https://en.wikipedia.org/wiki/Molly_Shannon
Thomas Lennon,https://en.wikipedia.org/wiki/Thomas_Lennon
Laurie Metcalf,https://en.wikipedia.org/wiki/Laurie_Metcalf
Michael Wolff,https://en.wikipedia.org/wiki/Michael_Wolff_(journalist)
Carly Fleischmann,None
John Lithgow,https://en.wikipedia.org/wiki/John_Lithgow
Chuck Schumer,https://en.wikipedia.org/wiki/Chuck_Schumer
Jon Bon Jovi,https://en.wikipedia.org/wiki/Jon_Bon_Jovi
Daniel Kaluuya,https://en.wikipedia.org/wiki/Daniel_Kaluuya
Ben Sinclair,None
Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais
Matt Czuchry,https://en.wikipedia.org/wiki/Matt_Czuchry
Sharon Stone,https://en.wikipedia.org/wiki/Sharon_Stone
Rob Riggle,https://en.wikipedia.org/wiki/Rob_Riggle
J. K. Simmons,https://en.wikipedia.org/wiki/J._K._Simmons
Pete Holmes,https://en.wikipedia.org/wiki/Pete_Holmes
James Corden,https://en.wikipedia.org/wiki/James_Corden
Ann Curry,https://en.wikipedia.org/wiki/Ann_Curry
John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist)
Eugene Levy,https://en.wikipedia.org/wiki/Eugene_Levy
Willem Dafoe,https://en.wikipedia.org/wiki/Willem_Dafoe
RuPaul,https://en.wikipedia.org/wiki/RuPaul
Roy Wood Jr.,https://en.wikipedia.org/wiki/Roy_Wood_Jr.
Gwyneth Paltrow,https://en.wikipedia.org/wiki/Gwyneth_Paltrow
Ben McKenzie,https://en.wikipedia.org/wiki/Ben_McKenzie
Kyle MacLachlan,https://en.wikipedia.org/wiki/Kyle_MacLachlan
Deon Cole,https://en.wikipedia.org/wiki/Deon_Cole
Julie Chen,https://en.wikipedia.org/wiki/Julie_Chen
Joel Kinnaman,https://en.wikipedia.org/wiki/Joel_Kinnaman
Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter)
Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett
Tommy Vietor,https://en.wikipedia.org/wiki/Tommy_Vietor
Jessica Williams,https://en.wikipedia.org/wiki/Jessica_Williams_(actress)
Phoebe Robinson,https://en.wikipedia.org/wiki/Phoebe_Robinson
Rose McGowan,https://en.wikipedia.org/wiki/Rose_McGowan
Rand Paul,https://en.wikipedia.org/wiki/Rand_Paul
Michael Shannon,https://en.wikipedia.org/wiki/Michael_Shannon
Meghan McCain,https://en.wikipedia.org/wiki/Meghan_McCain
Uma Thurman,https://en.wikipedia.org/wiki/Uma_Thurman
Michael Shannon,https://en.wikipedia.org/wiki/Michael_Shannon
Claire Danes,https://en.wikipedia.org/wiki/Claire_Danes
Bernadette Peters,https://en.wikipedia.org/wiki/Bernadette_Peters
Wanda Sykes,https://en.wikipedia.org/wiki/Wanda_Sykes
Thomas Haden Church,https://en.wikipedia.org/wiki/Thomas_Haden_Church
June Diane Raphael,https://en.wikipedia.org/wiki/June_Diane_Raphael
John Oliver,https://en.wikipedia.org/wiki/John_Oliver
Beanie Feldstein,https://en.wikipedia.org/wiki/Beanie_Feldstein
Joel McHale,https://en.wikipedia.org/wiki/Joel_McHale
Yara Shahidi,https://en.wikipedia.org/wiki/Yara_Shahidi
John Oliver,https://en.wikipedia.org/wiki/John_Oliver
Nathan Lane,https://en.wikipedia.org/wiki/Nathan_Lane
Senator Kirsten Gillibrand,https://en.wikipedia.org/wiki/Kirsten_Gillibrand
Chris Gethard,https://en.wikipedia.org/wiki/Chris_Gethard
Sam Rockwell,https://en.wikipedia.org/wiki/Sam_Rockwell
J. J. Abrams,https://en.wikipedia.org/wiki/J._J._Abrams
Christine Baranski,https://en.wikipedia.org/wiki/Christine_Baranski
Constance Zimmer,https://en.wikipedia.org/wiki/Constance_Zimmer
Jennifer Lawrence,https://en.wikipedia.org/wiki/Jennifer_Lawrence
Patton Oswalt,https://en.wikipedia.org/wiki/Patton_Oswalt
Kiefer Sutherland,https://en.wikipedia.org/wiki/Kiefer_Sutherland
Zoe Lister-Jones,https://en.wikipedia.org/wiki/Zoe_Lister-Jones
John McWhorter,https://en.wikipedia.org/wiki/John_McWhorter
Donald Glover,https://en.wikipedia.org/wiki/Donald_Glover
Omarosa Manigault,https://en.wikipedia.org/wiki/Omarosa_Manigault
Jeff Daniels,https://en.wikipedia.org/wiki/Jeff_Daniels
Krysten Ritter,https://en.wikipedia.org/wiki/Krysten_Ritter
Steve Buscemi,https://en.wikipedia.org/wiki/Steve_Buscemi
Sebastian Maniscalco,https://en.wikipedia.org/wiki/Sebastian_Maniscalco
David Oyelowo,https://en.wikipedia.org/wiki/David_Oyelowo
Chelsea Clinton,https://en.wikipedia.org/wiki/Chelsea_Clinton
Martha Stewart,https://en.wikipedia.org/wiki/Martha_Stewart
Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey
Justin Hartley,https://en.wikipedia.org/wiki/Justin_Hartley
Reese Witherspoon,https://en.wikipedia.org/wiki/Reese_Witherspoon
Adam Rippon,https://en.wikipedia.org/wiki/Adam_Rippon
Mindy Kaling,https://en.wikipedia.org/wiki/Mindy_Kaling
Chris Hayes,https://en.wikipedia.org/wiki/Chris_Hayes
Helen Mirren,https://en.wikipedia.org/wiki/Helen_Mirren
David Byrne,https://en.wikipedia.org/wiki/David_Byrne
Tom Brady,https://en.wikipedia.org/wiki/Tom_Brady
Angela Bassett,https://en.wikipedia.org/wiki/Angela_Bassett
Jimmy O. Yang,https://en.wikipedia.org/wiki/Jimmy_O._Yang
Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti
Sean Bean,https://en.wikipedia.org/wiki/Sean_Bean
Drew Barrymore,https://en.wikipedia.org/wiki/Drew_Barrymore
Adam DeVine,https://en.wikipedia.org/wiki/Adam_DeVine
Hilary Swank,https://en.wikipedia.org/wiki/Hilary_Swank
Thomas Middleditch,https://en.wikipedia.org/wiki/Thomas_Middleditch
Keri Russell,https://en.wikipedia.org/wiki/Keri_Russell
Matthew Rhys,https://en.wikipedia.org/wiki/Matthew_Rhys
Mindy Kaling,https://en.wikipedia.org/wiki/Mindy_Kaling
Sean Penn,https://en.wikipedia.org/wiki/Sean_Penn
Sara Gilbert,https://en.wikipedia.org/wiki/Sara_Gilbert
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee
Leslie Odom Jr.,https://en.wikipedia.org/wiki/Leslie_Odom_Jr.
Tom Segura,https://en.wikipedia.org/wiki/Tom_Segura
Dana Carvey,https://en.wikipedia.org/wiki/Dana_Carvey
Simon Pegg,https://en.wikipedia.org/wiki/Simon_Pegg
Emily Blunt,https://en.wikipedia.org/wiki/Emily_Blunt
John Heilemann,https://en.wikipedia.org/wiki/John_Heilemann
Alex Wagner,https://en.wikipedia.org/wiki/Alex_Wagner
Bryan Cranston,https://en.wikipedia.org/wiki/Bryan_Cranston
Jimmy Carter,https://en.wikipedia.org/wiki/Jimmy_Carter
Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer
Madeleine Albright,https://en.wikipedia.org/wiki/Madeleine_Albright
James Spader,https://en.wikipedia.org/wiki/James_Spader
Katie Couric,https://en.wikipedia.org/wiki/Katie_Couric
Louie Anderson,https://en.wikipedia.org/wiki/Louie_Anderson
Martin Short,https://en.wikipedia.org/wiki/Martin_Short
Aisha Tyler,https://en.wikipedia.org/wiki/Aisha_Tyler
Diane Sawyer,https://en.wikipedia.org/wiki/Diane_Sawyer
Joshua Jackson,https://en.wikipedia.org/wiki/Joshua_Jackson
Aubrey Plaza,https://en.wikipedia.org/wiki/Aubrey_Plaza
John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist)
Charlamagne tha God,https://en.wikipedia.org/wiki/Charlamagne_tha_God
Nell Scovell,https://en.wikipedia.org/wiki/Nell_Scovell
James Comey,https://en.wikipedia.org/wiki/James_Comey
Cynthia Nixon,https://en.wikipedia.org/wiki/Cynthia_Nixon
Alan Cumming,https://en.wikipedia.org/wiki/Alan_Cumming
Antonio Banderas,https://en.wikipedia.org/wiki/Antonio_Banderas
