name,wiki_link,age,country_born,state_born,city_born,nationality,gender,occupation,political_party
Al Franken,https://en.wikipedia.org/wiki/Al_Franken,67,U.S.,New York,New York City,American,M,"Government ,Politics and Military",DemocraticFarmerLabor
Michael Hayden,https://en.wikipedia.org/wiki/Michael_Hayden_(general),73,U.S.,Pennsylvania,Pittsburgh,American,M,"Government ,Politics and Military",Independent
James Comey,https://en.wikipedia.org/wiki/James_Comey,57,U.S.,New York,Yonkers,American,M,"Government ,Politics and Military",Independent
Ban Ki-moon,https://en.wikipedia.org/wiki/Ban_Ki-moon,74,South Korea,Eumseong County,,South Korean,M,"Government ,Politics and Military",Independent
Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders,77,U.S.,New York,New York City,American,M,"Government ,Politics and Military",Independent
Joe Scarborough,https://en.wikipedia.org/wiki/Joe_Scarborough,55,U.S.,Georgia,Atlanta,American,M,"Government ,Politics and Military",Independent
Carmen Yulín Cruz,https://en.wikipedia.org/wiki/Carmen_Yul%C3%ADn_Cruz55,55,Puerto Rico,,,American,F,"Government ,Politics and Military",Popular Democratic
Ben Bernanke,https://en.wikipedia.org/wiki/Ben_Bernanke,64,U.S.,Georgia,Augusta,American,M,"Government ,Politics and Military",Republican
Eric Greitens,https://en.wikipedia.org/wiki/Eric_Greitens,44,U.S.,Missouri,St. Louis,American,M,"Government ,Politics and Military",Republican
Jeb Bush,https://en.wikipedia.org/wiki/Jeb_Bush,65,U.S.,Texas,Midland,American,M,"Government ,Politics and Military",Republican
John Kasich,https://en.wikipedia.org/wiki/John_Kasich,66,U.S.,Pennsylvania,McKees Rocks,American,M,"Government ,Politics and Military",Republican
Donald Trump,https://en.wikipedia.org/wiki/Donald_Trump,72,U.S.,New York,New York City,American,M,"Government ,Politics and Military",Republican
Ted Cruz,https://en.wikipedia.org/wiki/Ted_Cruz,47,Canada,Alberta,Calgary,American,M,"Government ,Politics and Military",Republican
John McCain,https://en.wikipedia.org/wiki/John_McCain,81,U.S.,Panama Canal Zone,Coco Solo,American,M,"Government ,Politics and Military",Republican
Rand Paul,https://en.wikipedia.org/wiki/Rand_Paul,55,U.S.,Pennsylvania,Pennsylvania,American,M,"Government ,Politics and Military",Republican
Donald Rumsfeld,https://en.wikipedia.org/wiki/Donald_Rumsfeld,86,U.S.,Illinois,Chicago,American,M,"Government ,Politics and Military",Republican
Anthony Scaramucci,https://en.wikipedia.org/wiki/Anthony_Scaramucci,54,U.S.,New York,Port Washington,American,M,"Government ,Politics and Military",Republican
Jeff Flake,https://en.wikipedia.org/wiki/Jeff_Flake,55,U.S.,Arizona,Snowflake,American,M,"Government ,Politics and Military",Republican
Doris Kearns Goodwin,https://en.wikipedia.org/wiki/Doris_Kearns_Goodwin,75,U.S.,New York,New York City,American,F,Journalists and Writers,
David Sedaris,https://en.wikipedia.org/wiki/David_Sedaris,61,U.S.,New York,Johnson City,American,M,Journalists and Writers,
Dean Baquet,https://en.wikipedia.org/wiki/Dean_Baquet,62,U.S.,Louisiana,New Orleans,American,M,Journalists and Writers,
Margaret Hoover,https://en.wikipedia.org/wiki/Margaret_Hoover,40,U.S.,Colorado,,American,F,Journalists and Writers,
Lawrence O'Donnell,https://en.wikipedia.org/wiki/Lawrence_O%27Donnell,66,U.S.,Massachusetts,Boston,American,M,Journalists and Writers,
Jonathan Franzen,https://en.wikipedia.org/wiki/Jonathan_Franzen,59,U.S.,Illinois,Western Springs,American,M,Journalists and Writers,
John Irving,https://en.wikipedia.org/wiki/John_Irving,76,U.S.,New Hampshire,Exeter,American,M,Journalists and Writers,
Elizabeth Gilbert,https://en.wikipedia.org/wiki/Elizabeth_Gilbert,49,U.S.,Connecticut,Waterbury,American,F,Journalists and Writers,
Michael Lewis,https://en.wikipedia.org/wiki/Michael_Lewis,58,U.S.,Louisiana,New Orleans,American,M,Journalists and Writers,
Malcolm Gladwell,https://en.wikipedia.org/wiki/Malcolm_Gladwell,55,U.K.,Fareham,,Canadian,M,Journalists and Writers,
Anna Wintour,https://en.wikipedia.org/wiki/Anna_Wintour,68,U.K.,London,Hampstead,British,F,Journalists and Writers,
Ted Koppel,https://en.wikipedia.org/wiki/Ted_Koppel,78,UK,Lancashire,Nelson,British,M,Journalists and Writers,
Arianna Huffington,https://en.wikipedia.org/wiki/Arianna_Huffington,68,Greece,Athens,,American,F,Journalists and Writers,
Jim Acosta,https://en.wikipedia.org/wiki/Jim_Acosta,47,Cuba,,,American,M,Journalists and Writers,
Steve Kornacki,https://en.wikipedia.org/wiki/Steve_Kornacki,39,U.S.,Massachusetts,Groton,American,M,Journalists and Writers,
Anderson Cooper,https://en.wikipedia.org/wiki/Anderson_Cooper,51,U.S.,New York,New York City,American,M,Journalists and Writers,
Nell Scovell,https://en.wikipedia.org/wiki/Nell_Scovell,57,U.S.,Massachusetts,Newton,American,M,Journalists and Writers,
Sarah Koenig,https://en.wikipedia.org/wiki/Sarah_Koenig,49,U.S.,New York,New York City,American,F,Journalists and Writers,
Katie Couric,https://en.wikipedia.org/wiki/Katie_Couric,61,U.S.,Virginia,Arlington,American,F,Journalists and Writers,
Ann Curry,https://en.wikipedia.org/wiki/Ann_Curry,61,U.S.,Guam,,American,F,Journalists and Writers,
Jeff Glor,https://en.wikipedia.org/wiki/Jeff_Glor,43,U.S.,New York,Buffalo,American,M,Journalists and Writers,
Ron Suskind,https://en.wikipedia.org/wiki/Ron_Suskind,58,U.S.,New York,Kingston,American,M,Journalists and Writers,
John Heilemann,https://en.wikipedia.org/wiki/John_Heilemann,52,U.S.,California,Los Angeles,American,M,Journalists and Writers,
Ronan Farrow,https://en.wikipedia.org/wiki/Ronan_Farrow,30,U.S.,New York,New York City,American,M,Journalists and Writers,
John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist),50,U.S.,D.C.,Washington,American,M,Journalists and Writers,
Mark Leibovich,https://en.wikipedia.org/wiki/Mark_Leibovich,53,U.S.,Massachusetts,Boston,American,M,Journalists and Writers,
Margaret Brennan,https://en.wikipedia.org/wiki/Margaret_Brennan,38,U.S.,Connecticut,Stamford,American,F,Journalists and Writers,
Bob Schieffer,https://en.wikipedia.org/wiki/Bob_Schieffer,81,U.S.,Texas,Austin,American,M,Journalists and Writers,
April Ryan,https://en.wikipedia.org/wiki/April_Ryan,51,U.S.,Maryland,Baltimore,American,F,Journalists and Writers,
Katy Tur,https://en.wikipedia.org/wiki/Katy_Tur,35,U.S.,California,Los Angeles,American,F,Journalists and Writers,
Don Lemon,https://en.wikipedia.org/wiki/Don_Lemon,52,U.S.,Louisiana,Baton Rouge,American,M,Journalists and Writers,
Bob Woodward,https://en.wikipedia.org/wiki/Bob_Woodward,75,U.S.,Illinois,Geneva,American,M,Journalists and Writers,
Christiane Amanpour,https://en.wikipedia.org/wiki/Christiane_Amanpour,60,U.K.,London,,British,F,Journalists and Writers,
James Patterson,https://en.wikipedia.org/wiki/James_Patterson,71,U.S.,New York,Newburgh,American,M,Journalists and Writers,
Thomas L. Friedman,https://en.wikipedia.org/wiki/Thomas_Friedman,65,U.S.,Minnesota,St. Louis Park,American,M,Journalists and Writers,
Gretchen Carlson,https://en.wikipedia.org/wiki/Gretchen_Carlson,52,U.S.,Minnesota,Anoka,American,F,Journalists and Writers,
Walter Isaacson,https://en.wikipedia.org/wiki/Walter_Isaacson,66,U.S.,Louisiana,New Orleans,American,M,Journalists and Writers,
John Avlon,https://en.wikipedia.org/wiki/John_Avlon,44,U.S.,New York,New York City,American,M,Journalists and Writers,
Michael Pollan,https://en.wikipedia.org/wiki/Michael_Pollan,63,U.S.,New York,Long Island,American,M,Journalists and Writers,
Michael Wolff,https://en.wikipedia.org/wiki/Michael_Wolff_(journalist),65,U.S.,New Jersey,Patterson,American,M,Journalists and Writers,
Max Brooks,https://en.wikipedia.org/wiki/Max_Brooks,46,U.S.,New York,New York City,American,M,Journalists and Writers,
Dan Savage,https://en.wikipedia.org/wiki/Dan_Savage,54,U.S.,Illinois,Chicago,American,M,Journalists and Writers,
Ina Garten,https://en.wikipedia.org/wiki/Ina_Garten,70,U.S.,New York,New York City,American,F,Journalists and Writers,
Michael Eric Dyson,https://en.wikipedia.org/wiki/Michael_Eric_Dyson,60,U.S.,Michigan,Detroit,American,M,Journalists and Writers,
Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett,36,U.S.,New York,Woodbury,American,M,Journalists and Writers,
Stacy Schiff,https://en.wikipedia.org/wiki/Stacy_Schiff,57,U.S.,Massachusetts,Adams,American,F,Journalists and Writers,
Julie Klausner,https://en.wikipedia.org/wiki/Julie_Klausner,40,U.S.,New York,New York City,American,F,Journalists and Writers,
Robin Thede,https://en.wikipedia.org/wiki/Robin_Thede,39,U.S.,Iowa,Spencer,American,F,Journalists and Writers,
Stephen King,https://en.wikipedia.org/wiki/Stephen_King,71,U.S.,Maine,Portland,American,M,Journalists and Writers,
Erin Foster,https://en.wikipedia.org/wiki/Erin_Foster,36,U.S.,California,Los Angeles,American,F,Journalists and Writers,
Ta-Nehisi Coates,https://en.wikipedia.org/wiki/Ta-Nehisi_Coates,43,U.S.,Maryland,Baltimore,American,M,Journalists and Writers,
George Saunders,https://en.wikipedia.org/wiki/George_Saunders,59,U.S.,Texas,Amarillo,American,M,Journalists and Writers,
Andrew Sullivan,https://en.wikipedia.org/wiki/Andrew_Sullivan,55,U.K.,Surrey,South Godstone,American,M,Journalists and Writers,
Andrew Delbanco,https://en.wikipedia.org/wiki/Andrew_Delbanco,,,,,,M,Journalists and Writers,
Daniel Gilbert,https://en.wikipedia.org/wiki/Daniel_Gilbert_(psychologist),60,U.S.,,,American,M,Journalists and Writers,
Amy Cuddy,https://en.wikipedia.org/wiki/Amy_Cuddy,46,U.S.,Pennsylvania,Robesonia,American,F,Journalists and Writers,
Jeffrey Cranor,,43,U.S.,New York,New York City,American,M,Journalists and Writers,
Chris Hayes,https://en.wikipedia.org/wiki/Chris_Hayes,39,U.S.,New York,New York City,American,M,Journalists and Writers,
Maria Shriver,https://en.wikipedia.org/wiki/Maria_Shriver,62,U.S.,Illinois,Chicago,American,F,Journalists and Writers,Democratic
Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter),37,U.S.,Massachusetts,Winchester,American,M,Journalists and Writers,Democratic
Jorge Ramos,https://en.wikipedia.org/wiki/Jorge_Ramos_(news_anchor)60,60,Mexico,Mexico City,,American,M,Journalists and Writers,Independent
Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper,49,U.S.,New York,New York City,American,M,Journalists and Writers,Independent
Megyn Kelly,https://en.wikipedia.org/wiki/Megyn_Kelly,47,U.S.,Illinois,Champaign,American,F,Journalists and Writers,Independent
Olivia Hallisey,https://en.wikipedia.org/wiki/Olivia_Hallisey,18,U.S.,Connecticut,Greenwich,American,F,Science and Academics,
Sarah Parcak,https://en.wikipedia.org/wiki/Sarah_Parcak,39,U.S.,Maine,Bangor,American,F,Science and Academics,
Scott Kelly,https://en.wikipedia.org/wiki/Scott_Kelly_(astronaut),54,U.S.,New Jersey,Orange,American,M,Science and Academics,
Buzz Aldrin,https://en.wikipedia.org/wiki/Buzz_Aldrin,88,U.S.,Massachusetts,Glen Ridge,American,M,Science and Academics,
Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson,60,U.S.,New York,New York City,American,M,Science and Academics,
Jackson Galaxy,https://en.wikipedia.org/wiki/Jackson_Galaxy,52,U.S.,New York,New York City,American,M,Science and Academics,
George Church,https://en.wikipedia.org/wiki/George_M._Church,64,U.S.,Florida ,MacDill Air Force Base,American,M,Science and Academics,
John McWhorter,https://en.wikipedia.org/wiki/John_McWhorter,53,U.S.,Pennsylvania,Philadelphia,American,M,Science and Academics,
Eugenia Cheng,https://en.wikipedia.org/wiki/Eugenia_Cheng,,U.K.,Hampshire,,British,F,Science and Academics,
Bill Nye,https://en.wikipedia.org/wiki/Bill_Nye,62,U.S.,D.C.,Washington,American,M,Science and Academics,
Nate Silver,https://en.wikipedia.org/wiki/Nate_Silver,40,U.S.,Michigan,East Lansing,American,M,Science and Academics,
Brian Greene,https://en.wikipedia.org/wiki/Brian_Greene,55,U.S.,New York,New York City,American,M,Science and Academics,
Tiger Woods,https://en.wikipedia.org/wiki/Tiger_Woods,42,U.S.,California,Cypress,American,M,Sports,
Jordan Spieth,https://en.wikipedia.org/wiki/Jordan_Spieth,25,U.S.,Texas,Dallas,American,M,Sports,
John McEnroe,https://en.wikipedia.org/wiki/John_McEnroe,59,Germany,Hesse,Wiesbaden,American,M,Sports,
Joe Buck,https://en.wikipedia.org/wiki/Joe_Buck,49,U.S.,Florida,St. Petersburg,American,M,Sports,
Abby Wambach,https://en.wikipedia.org/wiki/Abby_Wambach,38,U.S.,New York,Rochester,American,F,Sports,
Ibtihaj Muhammad,https://en.wikipedia.org/wiki/Ibtihaj_Muhammad,32,U.S.,New Jersey,Maplewood,American,M,Sports,
Ronda Rousey,https://en.wikipedia.org/wiki/Ronda_Rousey,31,U.S.,California,,American,M,Sports,
John Cena,https://en.wikipedia.org/wiki/John_Cena,41,U.S.,Massachusetts,West Newbury,American,M,Sports,
Wayne Gretzky,https://en.wikipedia.org/wiki/Wayne_Gretzky,57,Canada,Ontario,,Canadian,M,Sports,
Michael Strahan,https://en.wikipedia.org/wiki/Michael_Strahan,46,U.S.,Texas,Houston,American,M,Sports,
Brandon Marshall,https://en.wikipedia.org/wiki/Brandon_Marshall,34,U.S.,Pennsylvania,Pittsburgh,American,M,Sports,
Adam Rippon,https://en.wikipedia.org/wiki/Adam_Rippon,28,U.S.,Pennsylvania,Scranton,American,M,Sports,
RuPaul Charles,https://en.wikipedia.org/wiki/RuPaul,57,U.S.,California,San Diego,American,F,Sports,
Jimmie Johnson,https://en.wikipedia.org/wiki/Jimmie_Johnson,43,U.S.,California,El Cajon,American,M,Sports,
Dennis Rodman,https://en.wikipedia.org/wiki/Dennis_Rodman,57,U.S.,New Jersey,Trenton,American,M,Sports,
Allen Iverson,https://en.wikipedia.org/wiki/Allen_Iverson,43,U.S.,Virginia,Hampton,American,M,Sports,
Stephen Curry,https://en.wikipedia.org/wiki/Stephen_Curry,30,U.S.,Ohio,Akron,American,M,Sports,
Kevin Love,https://en.wikipedia.org/wiki/Kevin_Love,30,U.S.,California,Santa Monica,American,M,Sports,
Charles Barkley,https://en.wikipedia.org/wiki/Charles_Barkley,55,U.S.,Alabama,Leeds,American,M,Sports,
Russell Westbrook,https://en.wikipedia.org/wiki/Russell_Westbrook,29,U.S.,California,Long Beach,American,M,Sports,
David Ortiz,https://en.wikipedia.org/wiki/David_Ortiz,42,Dominican Republic,Santo Domingo,,American,M,Sports,
Tom Brady,https://en.wikipedia.org/wiki/Tom_Brady,41,U.S.,California,San Mateo County,American,M,Sports,
Lindsey Vonn,https://en.wikipedia.org/wiki/Lindsey_Vonn,34,U.S.,Minnesota,Saint Paul,American,F,Sports,
Simone Biles,https://en.wikipedia.org/wiki/Simone_Biles,21,U.S.,Ohio,Columbus,American,F,Sports,
Shepard Fairey,https://en.wikipedia.org/wiki/Shepard_Fairey,48,U.S.,South Carolina,Charleston,American,M,Street artist,
Joel Osteen,https://en.wikipedia.org/wiki/Joel_Osteen,55,U.S.,Texas,Houston,American,M,Televangelist,
Van Jones,https://en.wikipedia.org/wiki/Van_Jones,50,U.S.,Tennessee,Jackson,American,M,Television journalists and hosts,Democratic
Erin Andrews,https://en.wikipedia.org/wiki/Erin_Andrews,40,U.S.,Maine,Lewiston,American,F,Television journalists and hosts,
Jimmy Kimmel,https://en.wikipedia.org/wiki/Jimmy_Kimmel,50,U.S.,New York,New York City,American,M,Television journalists and hosts,
Mark Halperin,https://en.wikipedia.org/wiki/Mark_Halperin,53,U.S.,New York,New York City,American,M,Television journalists and hosts,
Gayle King,https://en.wikipedia.org/wiki/Gayle_King,63,U.S.,Maryland,Chevy Chase,American,M,Television journalists and hosts,
Alton Brown,https://en.wikipedia.org/wiki/Alton_Brown,56,U.S.,California,Los Angeles,American,M,Television journalists and hosts,
Cedric the Entertainer,https://en.wikipedia.org/wiki/Cedric_the_Entertainer,54,U.S.,Missouri,,American,M,Television journalists and hosts,
Brooke Baldwin,https://en.wikipedia.org/wiki/Brooke_Baldwin,39,U.S.,Georgia,Atlanta,American,F,Television journalists and hosts,
Shepard Smith,https://en.wikipedia.org/wiki/Shepard_Smith,54,U.S.,Mississippi,Holly Springs,American,M,Television journalists and hosts,
Bret Baier,https://en.wikipedia.org/wiki/Bret_Baier,48,U.S.,New Jersey,Rumson,American,M,Television journalists and hosts,
Mika Brzezinski,https://en.wikipedia.org/wiki/Mika_Brzezinski,51,U.S.,New York,New York City,American,F,Television journalists and hosts,
Lesley Stahl,https://en.wikipedia.org/wiki/Lesley_Stahl,76,U.S.,Massachusetts,Lynn,American,F,Television journalists and hosts,
Julie Chen,https://en.wikipedia.org/wiki/Julie_Chen,48,U.S.,New York,New York City,American,F,Television journalists and hosts,
Graham Norton,https://en.wikipedia.org/wiki/Graham_Norton,55,U.K.,Cork,Bandon,British,M,Television journalists and hosts,
Aisha Tyler,https://en.wikipedia.org/wiki/Aisha_Tyler,48,U.S.,California,San Francisco,American,F,Television journalists and hosts,
Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose,76,U.S.,North Carolina,Henderson,American,M,Television journalists and hosts,
Andy Cohen,https://en.wikipedia.org/wiki/Andy_Cohen_(TV_personality),50,U.S.,Missouri,St. Louis,American,M,Television journalists and hosts,
Ezra Edelman,https://en.wikipedia.org/wiki/Ezra_Edelman,44,U.S.,Massachusetts,Boston,American,M,Television journalists and hosts,
Alex Wagner,https://en.wikipedia.org/wiki/Alex_Wagner,40,U.S.,D.C.,Washington,American,F,Television journalists and hosts,
Wendy Williams,https://en.wikipedia.org/wiki/Wendy_Williams,54,U.S.,New Jersey,Monmouth County,American,F,Television journalists and hosts,
Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw,68,U.S.,Oklahoma,Vinita,American,M,Television journalists and hosts,
Rachel Maddow,https://en.wikipedia.org/wiki/Rachel_Maddow,45,U.S.,California,Castro Valley,American,F,Television journalists and hosts,
Conan O'Brien,https://en.wikipedia.org/wiki/Conan_O%27Brien,55,U.S.,Massachusetts,Brookline,American,M,Television journalists and hosts,
Jon Stewart,https://en.wikipedia.org/wiki/Jon_Stewart,55,U.S.,New York,New York City,American,M,Television journalists and hosts,
Seth Meyers,https://en.wikipedia.org/wiki/Seth_Meyers,44,U.S.,Illinois,Evanston,American,M,Television journalists and hosts,
Bill Maher,https://en.wikipedia.org/wiki/Bill_Maher,62,U.S.,New York,New York City,American,M,Television journalists and hosts,
John Oliver,https://en.wikipedia.org/wiki/John_Oliver_(comedian),41,U.K.,Birmingham,Erdington,British,M,Television journalists and hosts,
Craig Ferguson,https://en.wikipedia.org/wiki/Craig_Ferguson,56,U.K.,Scotland,Glasgow,American,M,Television journalists and hosts,
Diane Sawyer,https://en.wikipedia.org/wiki/Diane_Sawyer,72,U.S.,Kentucky,Glasgow,American,F,Television journalists and hosts,
Tom Brokaw,https://en.wikipedia.org/wiki/Tom_Brokaw,78,U.S.,South Dakota,Webster,American,M,Television journalists and hosts,
Norah O'Donnell,https://en.wikipedia.org/wiki/Norah_O%27Donnell,44,U.S.,D.C.,Washington,American,F,Television journalists and hosts,
Billy Bush,https://en.wikipedia.org/wiki/Billy_Bush,47,U.S.,New York,New York City,American,M,Television journalists and hosts,
Jeff Fager,https://en.wikipedia.org/wiki/Jeff_Fager,63,U.S.,Massachusetts,,American,M,Television journalists and hosts,
Shonda Rhimes,https://en.wikipedia.org/wiki/Shonda_Rhimes,48,U.S.,Illinois,Chicago,American,F,Television journalists and hosts,
Charlamagne Tha God,https://en.wikipedia.org/wiki/Charlamagne_Tha_God,40,U.S.,South Carolina,Charleston,American,M,Television journalists and hosts,
Ernie Johnson Jr.,https://en.wikipedia.org/wiki/Ernie_Johnson_Jr.,62,U.S.,Wisconsin,Milwaukee,American,M,Television journalists and hosts,
Judith Sheindlin,https://en.wikipedia.org/wiki/Judith_Sheindlin,76,U.S.,New York,New York City,American,F,Television journalists and hosts,
Chris Wallace,https://en.wikipedia.org/wiki/Chris_Wallace_(journalist),71,U.S.,Illinois,Chicago,American,M,Television journalists and hosts,Democratic
Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey,64,U.S.,Mississippi,Kosciusko,American,F,Television journalists and hosts,Democratic
Chris Matthews,https://en.wikipedia.org/wiki/Chris_Matthews,72,U.S.,Pennsylvania,Philadelphia,American,M,Television journalists and hosts,Democratic
Meghan McCain,https://en.wikipedia.org/wiki/Meghan_McCain,34,U.S.,Arizona,Phoenix,American,F,Television journalists and hosts,Republican
Bill O'Reilly,https://en.wikipedia.org/wiki/Bill_O%27Reilly_(political_commentator),69,U.S.,New York,New York City,American,M,Television journalists and hosts,Republican
Mero,https://en.wikipedia.org/wiki/The_Kid_Mero,35,U.S.,,,American,M,YouTube personality,
Desus,https://en.wikipedia.org/wiki/Desus,35,U.S.,New York,New York City,American,M,YouTube personality,
PewDiePie,https://en.wikipedia.org/wiki/PewDiePie,29,Sweden,Gothenburg,,Swedish,M,YouTube personality,
Colleen Ballinger,https://en.wikipedia.org/wiki/Colleen_Ballinger,33,U.S.,California,Santa Barbara,American,F,YouTube personality,
Liza Koshy,https://en.wikipedia.org/wiki/Liza_Koshy,22,U.S.,Texas,Houston,American,F,YouTube personality,
Sean Evans,https://en.wikipedia.org/wiki/Sean_Evans_(interviewer),32,U.S.,Illinois,Evanston,American,M,YouTube personality,
